# wavelength(micron) (rp/rs)^2 std((rp/rs)^2)
5.86365174e+00 2.76000952e-02 1.34384372e-03
5.84341413e+00 2.78249410e-02 1.34384372e-03
5.82324638e+00 2.77045070e-02 1.34384372e-03
5.80314823e+00 2.76803621e-02 1.34384372e-03
5.78311944e+00 2.78445255e-02 1.34384372e-03
5.76315978e+00 2.78024743e-02 1.34384372e-03
5.74326902e+00 2.75749854e-02 1.34384372e-03
5.72344690e+00 2.77343906e-02 1.34384372e-03
5.70369319e+00 2.76032372e-02 1.34384372e-03
5.68400766e+00 2.78212661e-02 1.34384372e-03
5.66439007e+00 2.76863659e-02 1.34384372e-03
5.64484020e+00 2.76632951e-02 1.34384372e-03
5.62535779e+00 2.77019450e-02 1.34384372e-03
5.60594263e+00 2.77667407e-02 1.34384372e-03
5.58659447e+00 2.79459597e-02 1.34384372e-03
5.56731309e+00 2.76053881e-02 1.34384372e-03
5.54809826e+00 2.78426937e-02 1.34384372e-03
5.52894975e+00 2.79062471e-02 1.34384372e-03
5.50986732e+00 2.78432089e-02 1.34384372e-03
5.49085076e+00 2.76762101e-02 1.34384372e-03
5.47189983e+00 2.78249616e-02 1.34384372e-03
5.45301430e+00 2.77281009e-02 1.34384372e-03
5.43419396e+00 2.76365732e-02 1.34384372e-03
5.41543857e+00 2.79743896e-02 1.34384372e-03
5.39674791e+00 2.78196625e-02 1.34384372e-03
5.37812176e+00 2.74240151e-02 1.34384372e-03
5.35955990e+00 2.79631649e-02 1.34384372e-03
5.34106210e+00 2.77060298e-02 1.34384372e-03
5.32262815e+00 2.76846425e-02 1.34384372e-03
5.30425781e+00 2.75970327e-02 1.34384372e-03
5.28595088e+00 2.79782515e-02 1.34384372e-03
5.26770713e+00 2.74871821e-02 1.34384372e-03
5.24952635e+00 2.76939711e-02 1.34384372e-03
5.23140832e+00 2.77063501e-02 1.34384372e-03
5.21335282e+00 2.76250044e-02 1.34384372e-03
5.19535963e+00 2.76128692e-02 1.34384372e-03
5.17742855e+00 2.74635635e-02 1.34384372e-03
5.15955935e+00 2.73518467e-02 1.34384372e-03
5.14175183e+00 2.75791836e-02 1.34384372e-03
5.12400576e+00 2.75670040e-02 1.34384372e-03
5.10632095e+00 2.76442417e-02 1.34384372e-03
5.08869717e+00 2.73103822e-02 1.34384372e-03
5.07113422e+00 2.75027957e-02 1.34384372e-03
5.05363188e+00 2.72729925e-02 1.34384372e-03
5.03618995e+00 2.73340501e-02 1.34384372e-03
5.01880822e+00 2.76343732e-02 1.34384372e-03
5.00148648e+00 2.72838279e-02 1.34384372e-03
4.98422452e+00 2.75728235e-02 1.34384372e-03
4.96702214e+00 2.73800233e-02 1.34384372e-03
4.94987914e+00 2.75342094e-02 1.34384372e-03
4.93279529e+00 2.73697577e-02 1.34384372e-03
4.91577042e+00 2.72547264e-02 1.34384372e-03
4.89880430e+00 2.74221677e-02 1.34384372e-03
4.88189673e+00 2.71894942e-02 1.34384372e-03
4.86504752e+00 2.72734356e-02 1.34384372e-03
4.84825647e+00 2.70721916e-02 1.34384372e-03
4.83152336e+00 2.74208684e-02 1.34384372e-03
4.81484801e+00 2.72361068e-02 1.34384372e-03
4.79823021e+00 2.69385545e-02 1.34384372e-03
4.78166977e+00 2.74950959e-02 1.34384372e-03
4.76516648e+00 2.74372667e-02 1.34384372e-03
4.74872015e+00 2.71511568e-02 1.34384372e-03
4.73233058e+00 2.74462245e-02 1.34384372e-03
4.71599758e+00 2.73566742e-02 1.34384372e-03
4.69972095e+00 2.72372740e-02 1.34384372e-03
4.68350050e+00 2.70501030e-02 1.34384372e-03
4.66733603e+00 2.72712082e-02 1.34384372e-03
4.65122734e+00 2.72521622e-02 1.34384372e-03
4.63517426e+00 2.72035607e-02 1.34384372e-03
4.61917658e+00 2.71428073e-02 1.34384372e-03
4.60323411e+00 2.71131391e-02 1.34384372e-03
4.58734667e+00 2.67041921e-02 1.34384372e-03
4.57151406e+00 2.71479353e-02 1.34384372e-03
4.55573610e+00 2.69549941e-02 1.34384372e-03
4.54001259e+00 2.68909299e-02 1.34384372e-03
4.52434335e+00 2.69617776e-02 1.34384372e-03
4.50872819e+00 2.70327739e-02 1.34384372e-03
4.49316692e+00 2.71271289e-02 1.34384372e-03
4.47765936e+00 2.70734998e-02 1.34384372e-03
4.46220532e+00 2.72242351e-02 1.34384372e-03
4.44680462e+00 2.73471509e-02 1.34384372e-03
4.43145707e+00 2.73312127e-02 1.34384372e-03
4.41616249e+00 2.72433660e-02 1.34384372e-03
4.40092070e+00 2.73351815e-02 1.34384372e-03
4.38573152e+00 2.72445688e-02 1.34384372e-03
4.37059476e+00 2.74007575e-02 1.34384372e-03
4.35551024e+00 2.71165712e-02 1.34384372e-03
4.34047778e+00 2.75311556e-02 1.34384372e-03
4.32549721e+00 2.71801267e-02 1.34384372e-03
4.31056834e+00 2.74551396e-02 1.34384372e-03
4.29569099e+00 2.74644949e-02 1.34384372e-03
4.28086499e+00 2.73766241e-02 1.34384372e-03
4.26609016e+00 2.72101649e-02 1.34384372e-03
4.25136633e+00 2.72033419e-02 1.34384372e-03
4.23669331e+00 2.72960061e-02 1.34384372e-03
4.22207093e+00 2.72604507e-02 1.34384372e-03
4.20749903e+00 2.69701361e-02 1.34384372e-03
4.19297741e+00 2.67093767e-02 1.34384372e-03
4.17850591e+00 2.68351136e-02 1.34384372e-03
4.16408436e+00 2.67776553e-02 1.34384372e-03
4.14971259e+00 2.65155900e-02 1.34384372e-03
4.13539041e+00 2.65262649e-02 1.34384372e-03
4.12111767e+00 2.63986312e-02 1.34384372e-03
4.10689419e+00 2.65243501e-02 1.34384372e-03
4.09271979e+00 2.64854759e-02 1.34384372e-03
4.07859432e+00 2.65120361e-02 1.34384372e-03
4.06451761e+00 2.62743232e-02 1.34384372e-03
4.05048947e+00 2.61767315e-02 1.34384372e-03
4.03650975e+00 2.60657849e-02 1.34384372e-03
4.02257828e+00 2.60833469e-02 1.34384372e-03
4.00869489e+00 2.59870647e-02 1.34384372e-03
3.99485942e+00 2.60280498e-02 1.34384372e-03
3.98107171e+00 2.60834583e-02 1.34384372e-03
3.96733157e+00 2.57658359e-02 1.34384372e-03
3.95363886e+00 2.58246887e-02 1.34384372e-03
3.93999341e+00 2.57469884e-02 1.34384372e-03
3.92639505e+00 2.56726489e-02 1.34384372e-03
3.91284363e+00 2.59304852e-02 1.34384372e-03
3.89933898e+00 2.57145171e-02 1.34384372e-03
3.88588093e+00 2.58890176e-02 1.34384372e-03
3.87246934e+00 2.56110764e-02 1.34384372e-03
3.85910403e+00 2.59958403e-02 1.34384372e-03
3.84578486e+00 2.58203272e-02 1.34384372e-03
3.83251165e+00 2.61298589e-02 1.34384372e-03
3.81928425e+00 2.59307166e-02 1.34384372e-03
3.80610251e+00 2.60618735e-02 1.34384372e-03
3.79296626e+00 2.60421770e-02 1.34384372e-03
3.77987534e+00 2.60435689e-02 1.34384372e-03
3.76682961e+00 2.61449404e-02 1.34384372e-03
3.75382891e+00 2.61153319e-02 1.34384372e-03
3.74087307e+00 2.62392812e-02 1.34384372e-03
3.72796195e+00 2.62506713e-02 1.34384372e-03
3.71509540e+00 2.61083529e-02 1.34384372e-03
3.70227324e+00 2.63206364e-02 1.34384372e-03
3.68949535e+00 2.64400516e-02 1.34384372e-03
3.67676155e+00 2.65999521e-02 1.34384372e-03
3.66407170e+00 2.65928949e-02 1.34384372e-03
3.65142565e+00 2.65433233e-02 1.34384372e-03
3.63882325e+00 2.67248290e-02 1.34384372e-03
3.62626434e+00 2.65708589e-02 1.34384372e-03
3.61374878e+00 2.68460187e-02 1.34384372e-03
3.60127641e+00 2.67027184e-02 1.34384372e-03
3.58884709e+00 2.66062724e-02 1.34384372e-03
3.57646067e+00 2.64869705e-02 1.34384372e-03
3.56411700e+00 2.66749409e-02 1.34384372e-03
3.55181593e+00 2.68469856e-02 1.34384372e-03
3.53955731e+00 2.67697356e-02 1.34384372e-03
3.52734101e+00 2.70006164e-02 1.34384372e-03
3.51516687e+00 2.68051656e-02 1.34384372e-03
3.50303474e+00 2.68724151e-02 1.34384372e-03
3.49094449e+00 2.69311943e-02 1.34384372e-03
3.47889596e+00 2.71403932e-02 1.34384372e-03
3.46688902e+00 2.68516910e-02 1.34384372e-03
3.45492352e+00 2.69316163e-02 1.34384372e-03
3.44299932e+00 2.69274347e-02 1.34384372e-03
3.43111627e+00 2.69140071e-02 1.34384372e-03
3.41927424e+00 2.72886364e-02 1.34384372e-03
3.40747307e+00 2.71399803e-02 1.34384372e-03
3.39571264e+00 2.71062784e-02 1.34384372e-03
3.38399279e+00 2.69531309e-02 1.34384372e-03
3.37231340e+00 2.69020018e-02 1.34384372e-03
3.36067431e+00 2.72939425e-02 1.34384372e-03
3.34907540e+00 2.72758979e-02 1.34384372e-03
3.33751652e+00 2.72587850e-02 1.34384372e-03
3.32599753e+00 2.70172520e-02 1.34384372e-03
3.31451829e+00 2.73787172e-02 1.34384372e-03
3.30307868e+00 2.75205314e-02 1.34384372e-03
3.29167855e+00 2.72029901e-02 1.34384372e-03
3.28031776e+00 2.73923457e-02 1.34384372e-03
3.26899619e+00 2.70391192e-02 1.34384372e-03
3.25771369e+00 2.73362237e-02 1.34384372e-03
3.24647013e+00 2.74391036e-02 1.34384372e-03
3.23526538e+00 2.75194135e-02 1.34384372e-03
3.22409929e+00 2.73422079e-02 1.34384372e-03
3.21297175e+00 2.74091069e-02 1.34384372e-03
3.20188261e+00 2.78960852e-02 1.34384372e-03
3.19083174e+00 2.76299696e-02 1.34384372e-03
3.17981902e+00 2.76481091e-02 1.34384372e-03
3.16884430e+00 2.75392174e-02 1.34384372e-03
3.15790746e+00 2.76607314e-02 1.34384372e-03
3.14700837e+00 2.76548573e-02 1.34384372e-03
3.13614689e+00 2.76859542e-02 1.34384372e-03
3.12532291e+00 2.77018296e-02 1.34384372e-03
3.11453627e+00 2.77949021e-02 1.34384372e-03
3.10378687e+00 2.77526116e-02 1.34384372e-03
3.09307457e+00 2.78972381e-02 1.34384372e-03
3.08239924e+00 2.76947027e-02 1.34384372e-03
3.07176075e+00 2.77342315e-02 1.34384372e-03
3.06115899e+00 2.78620689e-02 1.34384372e-03
3.05059381e+00 2.80744678e-02 1.34384372e-03
3.04006509e+00 2.79750298e-02 1.34384372e-03
3.02957272e+00 2.81265620e-02 1.34384372e-03
3.01911656e+00 2.80121766e-02 1.34384372e-03
3.00869648e+00 2.82483151e-02 1.34384372e-03
2.99831237e+00 2.78177719e-02 1.34384372e-03
2.98796410e+00 2.81571130e-02 1.34384372e-03
2.97765155e+00 2.79555622e-02 1.34384372e-03
2.96737458e+00 2.80975914e-02 1.34384372e-03
2.95713309e+00 2.79518316e-02 1.34384372e-03
2.94692694e+00 2.81383523e-02 1.34384372e-03
2.93675602e+00 2.80125467e-02 1.34384372e-03
2.92662020e+00 2.80343464e-02 1.34384372e-03
2.91651937e+00 2.80098985e-02 1.34384372e-03
2.90645339e+00 2.81339749e-02 1.34384372e-03
2.89642216e+00 2.79925987e-02 1.34384372e-03
2.88642555e+00 2.78301977e-02 1.34384372e-03
2.87646344e+00 2.77996588e-02 1.34384372e-03
2.86653572e+00 2.78940992e-02 1.34384372e-03
2.85664225e+00 2.79810115e-02 1.34384372e-03
2.84678294e+00 2.81362773e-02 1.34384372e-03
2.83695765e+00 2.79946647e-02 1.34384372e-03
2.82716627e+00 2.80676420e-02 1.34384372e-03
2.81740869e+00 2.82336607e-02 1.34384372e-03
2.80768478e+00 2.80413898e-02 1.34384372e-03
2.79799444e+00 2.79466446e-02 1.34384372e-03
2.78833754e+00 2.78660057e-02 1.34384372e-03
2.77871397e+00 2.80164744e-02 1.34384372e-03
2.76912361e+00 2.81315293e-02 1.34384372e-03
2.75956635e+00 2.79575332e-02 1.34384372e-03
2.75004208e+00 2.80401973e-02 1.34384372e-03
2.74055068e+00 2.80243758e-02 1.34384372e-03
2.73109204e+00 2.78548650e-02 1.34384372e-03
2.72166604e+00 2.79295085e-02 1.34384372e-03
2.71227258e+00 2.79156952e-02 1.34384372e-03
2.70291154e+00 2.78798000e-02 1.34384372e-03
2.69358280e+00 2.78334815e-02 1.34384372e-03
2.68428626e+00 2.78542776e-02 1.34384372e-03
2.67502181e+00 2.78637460e-02 1.34384372e-03
2.66578933e+00 2.77758716e-02 1.34384372e-03
2.65658872e+00 2.76747520e-02 1.34384372e-03
2.64741986e+00 2.78944112e-02 1.34384372e-03
2.63828265e+00 2.78399014e-02 1.34384372e-03
2.62917697e+00 2.78737418e-02 1.34384372e-03
2.62010272e+00 2.78360242e-02 1.34384372e-03
2.61105979e+00 2.77648381e-02 1.34384372e-03
2.60204807e+00 2.77553485e-02 1.34384372e-03
2.59306745e+00 2.77520632e-02 1.34384372e-03
2.58411783e+00 2.76162498e-02 1.34384372e-03
2.57519909e+00 2.78918846e-02 1.34384372e-03
2.56631114e+00 2.78567853e-02 1.34384372e-03
2.55745386e+00 2.76733595e-02 1.34384372e-03
2.54862716e+00 2.76639306e-02 1.34384372e-03
2.53983091e+00 2.77808678e-02 1.34384372e-03
2.53106503e+00 2.76249277e-02 1.34384372e-03
2.52232940e+00 2.75430161e-02 1.34384372e-03
2.51362392e+00 2.77841260e-02 1.34384372e-03
2.50494848e+00 2.76294794e-02 1.34384372e-03
2.49630299e+00 2.73943021e-02 1.34384372e-03
2.48768734e+00 2.73824679e-02 1.34384372e-03
2.47910142e+00 2.75144291e-02 1.34384372e-03
2.47054514e+00 2.71357574e-02 1.34384372e-03
2.46201838e+00 2.73335528e-02 1.34384372e-03
2.45352106e+00 2.69685692e-02 1.34384372e-03
2.44505306e+00 2.70636261e-02 1.34384372e-03
2.43661429e+00 2.69131560e-02 1.34384372e-03
2.42820464e+00 2.70433218e-02 1.34384372e-03
2.41982402e+00 2.66967077e-02 1.34384372e-03
2.41147233e+00 2.68838354e-02 1.34384372e-03
2.40314945e+00 2.65301957e-02 1.34384372e-03
2.39485531e+00 2.67344487e-02 1.34384372e-03
2.38658979e+00 2.63895015e-02 1.34384372e-03
2.37835279e+00 2.66649973e-02 1.34384372e-03
2.37014423e+00 2.63644749e-02 1.34384372e-03
2.36196400e+00 2.64443319e-02 1.34384372e-03
2.35381200e+00 2.62529471e-02 1.34384372e-03
2.34568813e+00 2.61636733e-02 1.34384372e-03
2.33759230e+00 2.60432244e-02 1.34384372e-03
2.32952442e+00 2.59587903e-02 1.34384372e-03
2.32148438e+00 2.60846442e-02 1.34384372e-03
2.31347209e+00 2.61371142e-02 1.34384372e-03
2.30548745e+00 2.57101238e-02 1.34384372e-03
2.29753037e+00 2.62504725e-02 1.34384372e-03
2.28960076e+00 2.59078253e-02 1.34384372e-03
2.28169851e+00 2.62172931e-02 1.34384372e-03
2.27382353e+00 2.58647723e-02 1.34384372e-03
2.26597574e+00 2.58904860e-02 1.34384372e-03
2.25815503e+00 2.59560532e-02 1.34384372e-03
2.25036131e+00 2.60414411e-02 1.34384372e-03
2.24259449e+00 2.59295579e-02 1.34384372e-03
2.23485448e+00 2.59224169e-02 1.34384372e-03
2.22714118e+00 2.59597919e-02 1.34384372e-03
2.21945450e+00 2.62269195e-02 1.34384372e-03
2.21179435e+00 2.57269709e-02 1.34384372e-03
2.20416064e+00 2.60065936e-02 1.34384372e-03
2.19655328e+00 2.57879510e-02 1.34384372e-03
2.18897217e+00 2.58088212e-02 1.34384372e-03
2.18141723e+00 2.58363731e-02 1.34384372e-03
2.17388836e+00 2.58422718e-02 1.34384372e-03
2.16638548e+00 2.59495177e-02 1.34384372e-03
2.15890849e+00 2.60064984e-02 1.34384372e-03
2.15145731e+00 2.63434073e-02 1.34384372e-03
2.14403184e+00 2.61701878e-02 1.34384372e-03
